Data,Study,Trait,Sample1,Sample2,AuthorDate,Data.type,Citation,Species,System,Order,Sex,GenPhen,AlloSyn,Autonomous,Trait,Dimensionality (k),BodySizeCorrelated,Years,GLength,Darwins,Darwins.num,Darwins.num.abs,Darwins (standardized by k),Haldanes,Generations,log10.gens,h.num,Darwin.Numerator,log10.years,d,InSitu
3357,91,30,0,1,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,30,1,1,2400.000002,3,17.95833332,0.0431,0.0431,17.95833332,0.00156549,800.0000005,2.903089987,1.252392026,0.0431,3.380211242,0.0431,NA
3358,91,30,1,2,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,30,1,1,5354.999998,3,0,0,0,0,0,1784.999999,3.25163822,0,0,3.728759475,0,NA
3359,91,30,2,3,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,30,1,1,4709.999999,3,3.80042463,0.0179,0.0179,3.80042463,0.000244159,1570,3.195899652,0.383330163,0.0179,3.673020907,0.0179,NA
3360,91,30,3,4,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,30,1,1,2354.999997,3,-7.600849265,-0.0179,0.0179,-7.600849265,-0.000370025,784.9999992,2.894869656,-0.290469931,-0.0179,3.371990911,-0.0179,NA
3361,91,30,4,5,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,30,1,1,745.0000004,3,-8.053691271,-0.006,0.006,-8.053691271,-0.000385702,248.3333335,2.395035018,-0.095782629,-0.006,2.872156273,-0.006,NA
3362,91,30,5,6,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,30,1,1,745.0000004,3,-8.187919458,-0.0061,0.0061,-8.187919458,-0.000411305,248.3333335,2.395035018,-0.10214064,-0.0061,2.872156273,-0.0061,NA
3363,91,31,0,1,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,31,1,1,2400.000002,3,-9.249999994,-0.0222,0.0222,-9.249999994,-0.000542383,800.0000005,2.903089987,-0.433906147,-0.0222,3.380211242,-0.0222,NA
3364,91,31,1,2,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,31,1,1,5354.999998,3,-4.967320263,-0.0266,0.0266,-4.967320263,-0.000252188,1784.999999,3.25163822,-0.450155216,-0.0266,3.728759475,-0.0266,NA
3365,91,31,2,3,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,31,1,1,4709.999999,3,6.433121021,0.0303,0.0303,6.433121021,0.000404647,1570,3.195899652,0.635295518,0.0303,3.673020907,0.0303,NA
3366,91,31,3,4,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,31,1,1,2354.999997,3,7.855626335,0.0185,0.0185,7.855626335,0.000571674,784.9999992,2.894869656,0.448763734,0.0185,3.371990911,0.0185,NA
3367,91,31,4,5,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,31,1,1,745.0000004,3,-19.8657718,-0.0148,0.0148,-19.8657718,-0.001406868,248.3333335,2.395035018,-0.349372271,-0.0148,2.872156273,-0.0148,NA
3368,91,31,5,6,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,31,1,1,745.0000004,3,19.8657718,0.0148,0.0148,19.8657718,0.001079598,248.3333335,2.395035018,0.268100105,0.0148,2.872156273,0.0148,NA
3369,91,32,0,1,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,32,1,1,2400.000002,3,-5.70833333,-0.0137,0.0137,-5.70833333,-0.000274536,800.0000005,2.903089987,-0.219629135,-0.0137,3.380211242,-0.0137,NA
3370,91,32,1,2,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,32,1,1,5354.999998,3,2.558356677,0.0137,0.0137,2.558356677,0.000136778,1784.999999,3.25163822,0.244148432,0.0137,3.728759475,0.0137,NA
3371,91,32,2,3,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,32,1,1,4709.999999,3,7.091295119,0.0334,0.0334,7.091295119,0.000383313,1570,3.195899652,0.601801802,0.0334,3.673020907,0.0334,NA
3372,91,32,3,4,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,32,1,1,2354.999997,3,-14.18259025,-0.0334,0.0334,-14.18259025,-0.000849795,784.9999992,2.894869656,-0.667088934,-0.0334,3.371990911,-0.0334,NA
3373,91,32,4,5,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,32,1,1,745.0000004,3,-18.38926173,-0.0137,0.0137,-18.38926173,-0.000875686,248.3333335,2.395035018,-0.217461929,-0.0137,2.872156273,-0.0137,NA
3374,91,32,5,6,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,32,1,1,745.0000004,3,36.51006709,0.0272,0.0272,36.51006709,0.001719286,248.3333335,2.395035018,0.426956035,0.0272,2.872156273,0.0272,NA
3375,91,33,0,1,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,33,1,1,2400.000002,3,34.58333331,0.083,0.083,34.58333331,0.002420988,800.0000005,2.903089987,1.93679041,0.083,3.380211242,0.083,NA
3376,91,33,1,2,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,33,1,1,5354.999998,3,-11.93277311,-0.0639,0.0639,-11.93277311,-0.00105017,1784.999999,3.25163822,-1.874553303,-0.0639,3.728759475,-0.0639,NA
3377,91,33,2,3,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,33,1,1,4709.999999,3,8.492569005,0.04,0.04,8.492569005,0.00063774,1570,3.195899652,1.001252349,0.04,3.673020907,0.04,NA
3378,91,33,3,4,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,33,1,1,2354.999997,3,-3.8641189,-0.0091,0.0091,-3.8641189,-0.000266232,784.9999992,2.894869656,-0.208992096,-0.0091,3.371990911,-0.0091,NA
3379,91,33,4,5,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,33,1,1,745.0000004,3,-28.85906039,-0.0215,0.0215,-28.85906039,-0.002208235,248.3333335,2.395035018,-0.548378394,-0.0215,2.872156273,-0.0215,NA
3380,91,33,5,6,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,33,1,1,745.0000004,3,45.2348993,0.0337,0.0337,45.2348993,0.002630271,248.3333335,2.395035018,0.653183901,0.0337,2.872156273,0.0337,NA
3381,91,34,0,1,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,34,1,1,2400.000002,3,32.79166664,0.0787,0.0787,32.79166664,0.000897663,800.0000005,2.903089987,0.718130263,0.0787,3.380211242,0.0787,NA
3382,91,34,1,2,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,34,1,1,5354.999998,3,9.654528482,0.0517,0.0517,9.654528482,0.000810032,1784.999999,3.25163822,1.44590639,0.0517,3.728759475,0.0517,NA
3383,91,34,2,3,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,34,1,1,4709.999999,3,-12.59023355,-0.0593,0.0593,-12.59023355,-0.000620974,1570,3.195899652,-0.974929911,-0.0593,3.673020907,-0.0593,NA
3384,91,34,3,4,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,34,1,1,2354.999997,3,-3.227176224,-0.0076,0.0076,-3.227176224,-0.000175767,784.9999992,2.894869656,-0.137976716,-0.0076,3.371990911,-0.0076,NA
3385,91,34,4,5,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,34,1,1,745.0000004,3,10.20134228,0.0076,0.0076,10.20134228,0.000802779,248.3333335,2.395035018,0.199356764,0.0076,2.872156273,0.0076,NA
3386,91,34,5,6,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,1,34,1,1,745.0000004,3,20.40268455,0.0152,0.0152,20.40268455,0.001549199,248.3333335,2.395035018,0.384717672,0.0152,2.872156273,0.0152,NA
3387,91,1,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,1,1,1,1547.000001,3,10.47188105,0.0162,0.0162,10.47188105,NA,515.666667,2.712369059,NA,NA,3.189490314,0.0162,NA
3388,91,1,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,1,1,1,4252.499997,3,2.380952383,0.010125,0.010125,2.380952383,NA,1417.499999,3.151523067,NA,NA,3.628644322,0.010125,NA
3389,91,1,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,1,1,1,7543.333329,3,2.589482944,0.019533333,0.019533333,2.589482944,NA,2514.444443,3.400442044,NA,NA,3.877563299,0.019533333,NA
3390,91,1,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,1,1,1,9310,3,-4.011815252,-0.03735,0.03735,-4.011815252,NA,3103.333333,3.491828426,NA,NA,3.968949681,-0.03735,NA
3391,91,1,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,1,1,1,12683.33332,3,-2.1130092,-0.0268,0.0268,-2.1130092,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.0268,NA
3392,91,1,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,1,1,1,15151.24999,3,0.58741028,0.0089,0.0089,0.58741028,NA,5050.416664,3.703327209,NA,NA,4.180448464,0.0089,NA
3393,91,2,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,2,1,1,1547.000001,3,-14.72527472,-0.02278,0.02278,-14.72527472,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.02278,NA
3394,91,2,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,2,1,1,4252.499997,3,-0.293944739,-0.00125,0.00125,-0.293944739,NA,1417.499999,3.151523067,NA,NA,3.628644322,-0.00125,NA
3395,91,2,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,2,1,1,7543.333329,3,-0.790985462,-0.005966667,0.005966667,-0.790985462,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.005966667,NA
3396,91,2,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,2,1,1,9310,3,-2.438238453,-0.0227,0.0227,-2.438238453,NA,3103.333333,3.491828426,NA,NA,3.968949681,-0.0227,NA
3397,91,2,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,2,1,1,12683.33332,3,0.720105099,0.009133333,0.009133333,0.720105099,NA,4227.777774,3.626112151,NA,NA,4.103233406,0.009133333,NA
3398,91,2,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,2,1,1,15151.24999,3,-1.501526278,-0.02275,0.02275,-1.501526278,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.02275,NA
3399,91,3,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,3,1,1,1547.000001,3,-2.999353586,-0.00464,0.00464,-2.999353586,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.00464,NA
3400,91,3,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,3,1,1,4252.499997,3,2.375073488,0.0101,0.0101,2.375073488,NA,1417.499999,3.151523067,NA,NA,3.628644322,0.0101,NA
3401,91,3,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,3,1,1,7543.333329,3,-1.913389263,-0.014433333,0.014433333,-1.913389263,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.014433333,NA
3402,91,3,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,3,1,1,9310,3,4.10311493,0.0382,0.0382,4.10311493,NA,3103.333333,3.491828426,NA,NA,3.968949681,0.0382,NA
3403,91,3,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,3,1,1,12683.33332,3,0.13666226,0.001733333,0.001733333,0.13666226,NA,4227.777774,3.626112151,NA,NA,4.103233406,0.001733333,NA
3404,91,3,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,3,1,1,15151.24999,3,-1.476775844,-0.022375,0.022375,-1.476775844,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.022375,NA
3405,91,4,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,4,1,1,1547.000001,3,-4.059469939,-0.00628,0.00628,-4.059469939,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.00628,NA
3406,91,4,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,4,1,1,4252.499997,3,-1.857730748,-0.0079,0.0079,-1.857730748,NA,1417.499999,3.151523067,NA,NA,3.628644322,-0.0079,NA
3407,91,4,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,4,1,1,7543.333329,3,-1.546619577,-0.011666667,0.011666667,-1.546619577,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.011666667,NA
3408,91,4,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,4,1,1,9310,3,-1.476906552,-0.01375,0.01375,-1.476906552,NA,3103.333333,3.491828426,NA,NA,3.968949681,-0.01375,NA
3409,91,4,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,4,1,1,12683.33332,3,-2.470433616,-0.031333333,0.031333333,-2.470433616,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.031333333,NA
3410,91,4,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,4,1,1,15151.24999,3,-2.975002064,-0.045075,0.045075,-2.975002064,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.045075,NA
3411,91,5,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,5,1,1,1547.000001,3,2.818358111,0.00436,0.00436,2.818358111,NA,515.666667,2.712369059,NA,NA,3.189490314,0.00436,NA
3412,91,5,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,5,1,1,4252.499997,3,-3.398001178,-0.01445,0.01445,-3.398001178,NA,1417.499999,3.151523067,NA,NA,3.628644322,-0.01445,NA
3413,91,5,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,5,1,1,7543.333329,3,-2.965090634,-0.022366667,0.022366667,-2.965090634,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.022366667,NA
3414,91,5,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,5,1,1,9310,3,-3.560687433,-0.03315,0.03315,-3.560687433,NA,3103.333333,3.491828426,NA,NA,3.968949681,-0.03315,NA
3415,91,5,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,5,1,1,12683.33332,3,-2.9145861,-0.036966667,0.036966667,-2.9145861,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.036966667,NA
3416,91,5,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,5,1,1,15151.24999,3,-1.839782197,-0.027875,0.027875,-1.839782197,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.027875,NA
3417,91,6,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,6,1,1,1547.000001,3,-3.90433096,-0.00604,0.00604,-3.90433096,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.00604,NA
3418,91,6,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,6,1,1,4252.499997,3,-4.562022343,-0.0194,0.0194,-4.562022343,NA,1417.499999,3.151523067,NA,NA,3.628644322,-0.0194,NA
3419,91,6,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,6,1,1,7543.333329,3,-1.630578878,-0.0123,0.0123,-1.630578878,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.0123,NA
3420,91,6,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,6,1,1,9310,3,-4.382384533,-0.0408,0.0408,-4.382384533,NA,3103.333333,3.491828426,NA,NA,3.968949681,-0.0408,NA
3421,91,6,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,6,1,1,12683.33332,3,-2.975032828,-0.037733333,0.037733333,-2.975032828,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.037733333,NA
3422,91,6,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,6,1,1,15151.24999,3,-2.635096116,-0.039925,0.039925,-2.635096116,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.039925,NA
3423,91,7,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,7,1,1,1547.000001,3,-11.32514543,-0.01752,0.01752,-11.32514543,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.01752,NA
3424,91,7,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,7,1,1,4252.499997,3,-2.792475017,-0.011875,0.011875,-2.792475017,NA,1417.499999,3.151523067,NA,NA,3.628644322,-0.011875,NA
3425,91,7,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,7,1,1,7543.333329,3,-0.46398586,-0.0035,0.0035,-0.46398586,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.0035,NA
3426,91,7,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,7,1,1,9310,3,0.762620838,0.0071,0.0071,0.762620838,NA,3103.333333,3.491828426,NA,NA,3.968949681,0.0071,NA
3427,91,7,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,7,1,1,12683.33332,3,-0.194480973,-0.002466667,0.002466667,-0.194480973,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.002466667,NA
3428,91,7,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,7,1,1,15151.24999,3,-2.046035807,-0.031,0.031,-2.046035807,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.031,NA
3429,91,8,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,8,1,1,1547.000001,3,-3.645765996,-0.00564,0.00564,-3.645765996,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.00564,NA
3430,91,8,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,8,1,1,4252.499997,3,0.576131688,0.00245,0.00245,0.576131688,NA,1417.499999,3.151523067,NA,NA,3.628644322,0.00245,NA
3431,91,8,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,8,1,1,7543.333329,3,-2.182943041,-0.016466667,0.016466667,-2.182943041,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.016466667,NA
3432,91,8,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,8,1,1,9310,3,0.010741139,0.0001,0.0001,0.010741139,NA,3103.333333,3.491828426,NA,NA,3.968949681,1.00E-04,NA
3433,91,8,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,8,1,1,12683.33332,3,-2.226018373,-0.028233333,0.028233333,-2.226018373,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.028233333,NA
3434,91,8,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,8,1,1,15151.24999,3,-3.341308475,-0.050625,0.050625,-3.341308475,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.050625,NA
3435,91,9,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,9,1,1,1547.000001,3,-4.62831286,-0.00716,0.00716,-4.62831286,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.00716,NA
3436,91,9,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,9,1,1,4252.499997,3,0,0,0,0,NA,1417.499999,3.151523067,NA,NA,3.628644322,0,NA
3437,91,9,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,9,1,1,7543.333329,3,-1.908970394,-0.0144,0.0144,-1.908970394,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.0144,NA
3438,91,9,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,9,1,1,9310,3,0,0,0,0,NA,3103.333333,3.491828426,NA,NA,3.968949681,0,NA
3439,91,9,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,9,1,1,12683.33332,3,-1.524310093,-0.019333333,0.019333333,-1.524310093,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.019333333,NA
3440,91,9,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,9,1,1,15151.24999,3,-2.260539561,-0.03425,0.03425,-2.260539561,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.03425,NA
3441,91,10,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,10,1,1,1547.000001,3,-17.89269553,-0.02768,0.02768,-17.89269553,NA,515.666667,2.712369059,NA,NA,3.189490314,-0.02768,NA
3442,91,10,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,10,1,1,4252.499997,3,-8.400940629,-0.035725,0.035725,-8.400940629,NA,1417.499999,3.151523067,NA,NA,3.628644322,-0.035725,NA
3443,91,10,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,10,1,1,7543.333329,3,-19.15156877,-0.144466667,0.144466667,-19.15156877,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.144466667,NA
3444,91,10,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,10,1,1,9310,3,-11.73469388,-0.10925,0.10925,-11.73469388,NA,3103.333333,3.491828426,NA,NA,3.968949681,-0.10925,NA
3445,91,10,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,10,1,1,12683.33332,3,-19.60315374,-0.248633333,0.248633333,-19.60315374,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.248633333,NA
3446,91,10,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,10,1,1,15151.24999,3,-21.62032837,-0.327575,0.327575,-21.62032837,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.327575,NA
3447,91,11,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,11,1,1,1547.000001,3,3.917259209,0.00606,0.00606,3.917259209,NA,515.666667,2.712369059,NA,NA,3.189490314,0.00606,NA
3448,91,11,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,11,1,1,4252.499997,3,4.221046446,0.01795,0.01795,4.221046446,NA,1417.499999,3.151523067,NA,NA,3.628644322,0.01795,NA
3449,91,11,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,11,1,1,7543.333329,3,-0.278391516,-0.0021,0.0021,-0.278391516,NA,2514.444443,3.400442044,NA,NA,3.877563299,-0.0021,NA
3450,91,11,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,11,1,1,9310,3,-1.79377014,-0.0167,0.0167,-1.79377014,NA,3103.333333,3.491828426,NA,NA,3.968949681,-0.0167,NA
3451,91,11,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,11,1,1,12683.33332,3,-1.211563759,-0.015366667,0.015366667,-1.211563759,NA,4227.777774,3.626112151,NA,NA,4.103233406,-0.015366667,NA
3452,91,11,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,11,1,1,15151.24999,3,-0.575860078,-0.008725,0.008725,-0.575860078,NA,5050.416664,3.703327209,NA,NA,4.180448464,-0.008725,NA
3453,91,12,NA,NA,Forsten 1990,Fossil,Paläont. Z. 64:153-160,Equusgermanicus,,Perissodactyla,3,2,1,0,12,1,1,1547.000001,3,13.3807369,0.0207,0.0207,13.3807369,NA,515.666667,2.712369059,NA,NA,3.189490314,0.0207,NA
