Z1 Z2 type_final
0 0 NA
0 0 NA
0.0502 0 NA
0 0 NA
0.1446 0 NA
0.0155 0 NA
0.0387 0 NA
0 0 NA
0.0733 0 NA
0 0 NA
0.0324 0 NA
0.0267 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0491 0 NA
0 0 NA
0.0252 0 NA
0 0 NA
0 0 NA
0.0403 0.0172 NA
0 0 C2
0.0706 0 NA
0.0375 0 NA
0.0135 0 NA
0 0 NA
0.0346 0 NA
0.0286 0 NA
0 0 NA
0.0407 0.0273 NA
0 0 NA
0.0761 0 NA
0.0911 0 NA
0.0056 0.0182 NA
0.0111 0.0046 NA
0 0 NA
0 0 NA
0 0 NA
0.0147 0.0012 NA
0.0794 0 NA
0.086 0 NA
0.0689 0 NA
0 0 NA
0 0 NA
0 0.0045 NA
0 0 NA
0 0 NA
0.0292 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0916 0 NA
0.0066 0 NA
0 0 NA
0 0 NA
0.156 0.0473 C1
0.1607 0.005 C1r1
0 0 NA
0 0 NA
0 0 NA
0.0325 0.0263 NA
0 0 NA
0 0 NA
0.0556 0 NA
0.0046 0.0073 NA
0 0.0158 NA
0.0215 0 NA
0 0 NA
0 0 NA
0.1448 0 NA
0.0729 0.0062 NA
0.0787 0 NA
0.0641 0 NA
0 0 NA
0.0664 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0208 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0281 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0104 NA
0.0335 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2144 0.0043 NA
0 0 NA
0.2328 0 C1r1
0.0155 0.0063 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0201 NA
0 0 NA
0.1498 0 NA
0.0484 0 NA
0.1109 0 NA
0 0 NA
0.0178 0.0062 NA
0 0 NA
0 0 NA
0 0 NA
0.0369 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0167 NA
0 0 NA
0 0 NA
0 0 NA
0.004 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0978 0 NA
0.0435 0 NA
0.1248 0 NA
0.0625 0 NA
0.0353 9e-04 NA
0 0 NA
0.1073 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0615 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0886 0 NA
0 0 NA
0.0509 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0813 0 NA
0.0641 0 NA
0.0574 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0899 0 NA
0.3369 0 NA
0.0439 1e-04 NA
0.0357 3e-04 NA
0 0 NA
0.0936 0 NA
0.0167 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0585 0 NA
0 0 NA
0.0628 0.0073 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0052 NA
0 0 NA
0.0447 0 NA
0 0 NA
0 0 NA
0.0804 0 NA
0 0 NA
0.0745 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0552 0 NA
0.0033 0 NA
0 0 NA
0.1455 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0213 0 NA
0 0 NA
0 0 NA
0.0929 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0071 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0269 0.0034 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.017 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0785 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0211 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0587 0 NA
0.022 0.0076 NA
0.2513 0 NA
0.1986 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.062 0.0368 C2
3e-04 0.0124 NA
0 0 NA
0 0 NA
0.1582 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0452 0 NA
0 0 NA
0.0056 0 NA
0 0 NA
0.0486 0 NA
0.008 0 NA
0 0 NA
0 0 NA
0.0235 0.0038 NA
0.031 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0221 0 NA
0 0 NA
0 0 NA
0.3229 0 G2
0.2101 0 NA
0.0384 0 NA
0.0829 0 NA
0 0 NA
0.0445 0.0048 NA
0 0 NA
0.0675 0 NA
0.0149 9e-04 NA
0 0 NA
0.0453 0 NA
0 0 NA
0.0691 0 NA
0 0 NA
0 0.0145 NA
0 0 NA
0.3744 0 GAV
0.2728 0.009 GAV
0 0 NA
0 0 NA
0.062 0 NA
0 0 NA
0.014 0.0036 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C2r1
0.1027 0 NA
0.0377 0 NA
0.055 0 NA
0 0 NA
0.0634 0.0032 NA
0.049 0 NA
0.0281 0.0042 NA
0 0.0151 NA
0.0357 0 NA
0 0 NA
0.0825 0 NA
0 0 NA
0 0 NA
0.0344 0 NA
0.0169 0 NA
0.0695 0 NA
0.0444 0 NA
0 0 NA
0.1632 0 NA
0.0804 0 NA
0.0173 0.0141 NA
0 0 NA
0 0.0339 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0069 0 NA
0 0 NA
0 0.0164 NA
0 0 NA
0 0 NA
0 0 NA
0.0652 0 NA
1 0 PO
0.0697 0 NA
0.0983 0 NA
0 0 NA
0.1011 0 NA
0.0197 0 NA
0 0 NA
0 0 C0.5
0 0 NA
0 0 NA
0.0465 0 C2
0 0 NA
0.0641 0 NA
0 0 NA
0 0 NA
0.0936 0 NA
0 0 NA
0.0193 0.0064 NA
0.0198 0 NA
0 0 NA
0 0 NA
0.0445 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0067 0.0208 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0281 0.0183 NA
0 0 NA
0.0386 0 NA
0 0 NA
0 0 NA
0.1011 0 NA
0.0061 0.0098 NA
0 0 NA
0.0638 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1964 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1187 0 NA
0.0511 0 NA
0.0459 0 NA
0 0 NA
0.0335 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0196 0 NA
0 0 NA
0.0729 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1576 0 NA
0.0248 0.0043 NA
0 0 NA
0.1033 0 NA
0 0 NA
0.1924 7e-04 GAV
0 0 NA
0 0 NA
0 0.0051 NA
0 0 NA
0.0378 0 NA
0 0.0098 NA
0 0 NA
0 0 NA
0 0.0323 NA
0 0 NA
0 3e-04 NA
0 0 NA
0.2341 0 NA
0 0 NA
0.058 0 C2
0 0 NA
0 0 NA
0 0 NA
0 0.0257 NA
0.0628 0 NA
0 0 NA
0.0886 0 NA
0 0 NA
0 0 NA
0.0083 0 NA
0 0 NA
0 0.0051 NA
0 0 NA
0 0.0084 NA
0 0 NA
0.0306 0 NA
0.017 0 NA
0 0 NA
0.0643 0 NA
0 0 NA
0.0842 0 NA
0 0 NA
0.1343 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0876 0 NA
0.0853 0 NA
0.1298 0 NA
0.1068 0 NA
0 0 NA
0.0459 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0881 0 NA
0.0631 0 NA
0.0412 0 NA
0.1141 0 NA
0.0514 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0016 0.0148 NA
0 0 NA
0 0.0306 NA
0 0 NA
0.0818 0.0079 C2
0.0058 0.0164 NA
0 0.0114 NA
0 0 NA
0.0172 0 NA
0 0 NA
0 0 NA
0.1078 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0737 0 NA
0.0605 0 NA
0.0534 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0821 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0676 0 NA
0.0324 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0683 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0653 0 NA
0.0394 0 NA
0 0.0259 NA
0.0471 0 NA
0.0352 0 NA
0 0 NA
0 0 NA
0.0375 0.0054 NA
0.0593 0.0045 NA
0 0 NA
0 0 NA
0 0 NA
0.0895 0 NA
0 0 NA
0.0169 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0637 0 NA
0 0 NA
0.0646 0 NA
0 0 NA
0.0924 0.0138 NA
0 0 NA
0 0 NA
4e-04 0.0151 NA
0 0 NA
0 0 NA
0 0 NA
0.0564 0 NA
0 0 NA
0 0 NA
0.0496 0 NA
0 0.0307 NA
0.0417 0 NA
0 0 NA
0.3138 0.0017 GAV
0 0 NA
0.1057 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1804 0 NA
0.0822 0 NA
0 0 NA
0.0039 0.0112 NA
0 0 NA
0.0784 0 NA
0 0 NA
0 0 NA
0.0524 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0443 NA
0 0 NA
0.0834 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0481 0 NA
0 0 C2r1
0 0 C2r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.6153 0 AV
0.334 0.0111 C1
0 0 NA
0 0 NA
0.0037 0.0287 NA
0 0.039 NA
0 0 NA
0 0 NA
0.0099 0.0039 C2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C4
0.0363 0 NA
0.0355 0 NA
0 0 NA
0 0 NA
0.0302 0 NA
0 0 NA
0.1091 0 NA
0.0235 0 NA
0.1473 0 NA
0.1457 0 NA
0.0914 0 NA
0 0 NA
0.1123 0 NA
0.0418 0 NA
0.0175 0 NA
0 0 NA
0.0683 0 NA
0.0788 0.0204 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1225 0 NA
0.0771 0 NA
0.0427 0 NA
0 0 NA
0.0781 0 NA
0 0 NA
0 0.0492 NA
0 0 NA
0 0 NA
0.0506 0 NA
0 0 NA
0 0.0199 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0099 0.0058 NA
0 0 NA
0.1241 0 NA
0 0 NA
0.0473 0 NA
0 0 NA
0.0881 0 NA
0.0172 0.0059 NA
0.0352 0 NA
0 0 NA
0.0461 0 NA
0 0 NA
0.0324 0 NA
0.1082 0 NA
0 0 NA
0.0627 0 NA
0.0967 0 NA
0 0 NA
0.0487 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.042 0 NA
0 0 NA
0.1233 0 NA
0.0693 0 NA
0 0 NA
0.0544 0.0066 NA
0 0 NA
0.1071 0 NA
0.0786 0 NA
0 0 NA
0 0 NA
0.0197 0.006 NA
0 0 NA
0.0254 0.0047 NA
0.0984 0 NA
0.0136 0.0037 NA
0 0 NA
0 0 NA
0.0519 0 NA
0.2612 0.0076 AV2
0.0065 0.0313 NA
0.0639 0 NA
0.0177 0 NA
0.0337 0 NA
0.0123 0.002 NA
0 0 NA
0 0 NA
0 0 NA
0.0946 0 NA
0 0 NA
0.0967 0 NA
0.1217 0.0278 NA
0 0 NA
0.0358 0 NA
0.0428 0 NA
0 0 NA
0 0 NA
0.031 0.0086 NA
0 0 NA
0 0 NA
0.0473 0 NA
0.0314 0 NA
0 0.0288 NA
0.0396 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0791 0 NA
0 0 NA
0 0 NA
0.1024 0 NA
0 0 NA
0.0763 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0821 0 NA
0 0 NA
0.0772 0 NA
0 0 NA
0.1364 0 NA
0 0.0064 NA
0 0 NA
0 0 NA
0 0 NA
0.0577 0 NA
0.0124 0 NA
0 0 NA
0 0 NA
0 0 NA
0.117 0 NA
0.0076 0.0121 NA
0.0279 0 NA
0.025 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0305 0.0264 NA
0 0 NA
0 0 NA
0 0 NA
0.0974 0 NA
0.0711 0 NA
0.0945 0 NA
0.0871 0 NA
0 0 NA
0.0193 0 NA
0 0 NA
0 0 NA
0.0754 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0441 0 NA
0.0304 0.0048 NA
0 0 NA
0 0 NA
0.0519 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0338 0 NA
0 0 NA
0.0072 0.0104 NA
0 0 NA
0.0356 0 NA
0.0322 0 NA
0.0271 0 NA
0 0 NA
0 0 NA
0.0436 0 NA
0.1439 0 NA
0.1133 0 NA
0.0727 0 NA
0 0 NA
0 0.0374 NA
0.0378 0.007 NA
0 0 NA
0 0 C4
0 0 NA
0 0 NA
0.069 0 NA
0 0 NA
0.0827 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0553 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1652 0 C2
0 0 NA
0.0742 0 NA
0.0701 0 NA
0 0 NA
0 0 NA
0.1059 0 NA
0 0 NA
0 0.0281 NA
0 0 NA
0.1417 0 NA
0.0857 0 NA
0 0 NA
0 0 NA
0.0093 0.0207 NA
0.0753 0 NA
0.0384 0 NA
0.1249 0 NA
0.0897 0 NA
0.0657 0 C3
0 0 NA
0.1121 0 C0.5
0 0 NA
0 0 NA
0 0 NA
0.0535 0 NA
0 0 NA
0.0548 0 NA
0.1449 0 NA
0 0 NA
0 0 NA
0.0908 0 NA
0.0906 0 NA
0.0352 0 NA
0 0 NA
0.0331 0 NA
0 0 NA
0.0708 0.0088 NA
0.003 0.0367 NA
0.029 0 NA
0 0.0094 NA
0 0 NA
0 0 NA
0.0774 0 NA
0 0 NA
0 0 NA
4e-04 0.0012 NA
0 0 NA
0 0 NA
0.1201 0 NA
0.0891 0 NA
0 0 NA
0 0 NA
0.0749 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0572 0 NA
0.0373 0 NA
0 0 NA
0 0 NA
0 0 NA
0.038 0 NA
0.02 0 NA
0 0 NA
0 0 NA
0 0 NA
0.3804 0 AV2
0 0 NA
0.0183 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1334 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0255 0.0019 NA
0 0 NA
0 0 NA
0 0 C0.5
0.3529 0 NA
0.014 0 NA
0.0707 0 NA
0.0507 0 NA
0.0502 0 NA
0.044 0 NA
0.0373 0 NA
0 0 NA
0.0888 0 NA
0.0133 0.0034 C4
0.0862 0 NA
0 0 NA
0.0963 0 NA
0.0468 0.0042 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0409 0 NA
0 0 NA
0.0586 0 NA
0.0095 4e-04 NA
0 0 NA
0 0 NA
0.0838 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0126 0.0059 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1084 0 NA
0.0244 0 NA
0 0 NA
0 0 NA
0.055 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1335 0 NA
0.1287 0 NA
0 0 NA
0 0 NA
0.0614 0 NA
0 0 NA
0.0254 0 NA
0 0 NA
0 0.0366 NA
0.1072 0 C1r1
0.0573 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1423 0 NA
0 0 NA
0.0258 0.0024 NA
0.0035 0.0126 NA
0.0401 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1075 0 NA
0.1055 0 NA
0 0 NA
0 0 NA
0.0457 2e-04 NA
0 0.0287 C2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1187 0 NA
0 0.0272 NA
0 0 NA
0 0 NA
0 0 C3
0.0348 0 NA
0.0169 0 NA
0 0 NA
0 0 NA
0 0 NA
0.083 0 NA
0 0 NA
0.1596 0 NA
0.0569 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0284 0 NA
0.0279 0 NA
0.0122 0.0072 NA
0 0 NA
0 0 NA
0.1156 0 NA
0.0336 0.0256 NA
0 0 NA
0 0 NA
0.0258 0.0068 NA
0.054 0 NA
0.1021 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0253 0 NA
0 0 NA
0 0 NA
0.0421 0 NA
0 0 NA
0.016 0.0076 NA
0.0856 0 NA
0.0734 0.0018 NA
0.1129 0 NA
0.0116 0.0182 NA
0.0364 0.0025 NA
0.0305 0 NA
0 0 NA
0.0495 0 NA
0 0 NA
0.0351 0.0286 NA
0 0 NA
0.0504 0 NA
0.0335 0 NA
0.0745 0 NA
0 0 NA
0.1498 0 NA
0 0.0071 NA
0.1103 0 NA
0 0 NA
0 0 NA
0.128 0 NA
0 0 NA
0 0 NA
0.1018 0 NA
0.0378 0 NA
0.1689 0 NA
0.0631 0 NA
0 0 NA
0.0776 0 NA
0.0246 0 NA
0 0 NA
0 0 NA
0.0048 0 NA
0 0 NA
0.0979 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0033 0.0024 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0738 0 NA
0 0.0135 NA
0.0256 0 NA
0 0 NA
0 0 NA
0.0753 0 C0.5
0.054 0 NA
0 0 NA
0 0 NA
0.0967 0 NA
0 0 NA
0 0 NA
0.0916 0 NA
0 0 NA
0.0461 0 NA
0 0 NA
0.042 0 NA
0 0 NA
0 0 NA
0.0376 0 NA
0 0 NA
0.0798 0 NA
0 0 NA
0.0519 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0565 0 NA
0 0 NA
0 0 NA
0 0.0119 NA
0 0 NA
0 0 NA
0 0 NA
0.1925 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0136 0.0108 NA
0 0 NA
0.0343 0.0016 NA
0.0773 0 C2r1
0.0016 0 NA
0 0 NA
0.0774 0 NA
0.0521 0 NA
0 0 NA
0 0 NA
0.056 0 NA
0 0 NA
0.0035 0.0093 NA
0.1236 0.0032 NA
0.0187 0 NA
0 0 NA
0.0276 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0327 0 NA
0 0 NA
0.0047 0.0103 NA
0.0203 0 NA
0.0776 0 NA
0.0498 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C3
0 0 NA
0.045 0 NA
0 0.0111 NA
0 0 NA
0 0 NA
0.0418 0 NA
0.0195 0 NA
0.1187 0 NA
0.0035 0 NA
0 0 NA
0 0.0111 NA
0 0 NA
0.035 1e-04 NA
0 0 NA
0.0137 0.0122 NA
0 0 NA
0.0313 0 NA
0.0094 0 NA
0.0737 0 NA
0.0569 0 NA
0.0177 0 NA
0 0 NA
0.0613 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0414 0 NA
0.1475 0 NA
0.0653 0 NA
0.0531 0 NA
0 0 NA
0.0675 0 NA
0 0 NA
0.0068 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0413 0 NA
0 0 NA
0.0946 0 NA
0.0091 0.0275 NA
0 0 NA
0.0617 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0414 0 NA
0 0 NA
0.0691 0 NA
0.0545 0 NA
0.1763 0.0103 GAV
0.1361 0 NA
0.0493 0 NA
0 0 NA
0 0.0145 NA
0.0857 0 NA
0.0198 0 NA
0.0529 0.0019 NA
0 0 NA
0.0346 0 NA
0.0058 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0953 0 NA
0.0216 0 NA
0 0 NA
0 0 NA
0.0348 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.093 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0371 0 NA
0 0 NA
0 0 NA
0.082 0 NA
0 0 NA
0.055 0 NA
0.0508 0 NA
0.0232 0 NA
0 0 NA
0.0306 0.0029 NA
0.0165 0 NA
0.0788 0 NA
0 0.039 NA
0.0169 0 NA
0 0 NA
0.0228 0 NA
0 0 NA
0 0 NA
0.1181 0 NA
0.0265 0 NA
0 0 NA
0 0 NA
0.1059 0 NA
0.0756 0 NA
0.0526 0 NA
0 0 NA
0.1158 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0123 0.0056 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1062 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0512 0 NA
0.0211 0.0059 NA
0.0291 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0275 0 NA
0.0724 0 NA
0 0.0218 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C2
0 0 NA
0.0089 5e-04 NA
0 0 NA
0.1119 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C0.5
0 0 NA
0 0 NA
0.0035 0 NA
0 0 NA
0 0.0114 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0116 0.0117 NA
0.0746 0 NA
0.1117 0 C1r1
0 0 NA
0 0 NA
0 0 NA
0.0115 0 NA
0 0 NA
0 0 NA
0.0334 0 NA
0.0267 0 NA
0 0 NA
0.2211 0 C0.5
0.1095 0 NA
0.1381 0 NA
0.0529 0 NA
0.1935 0 NA
0.0538 0 NA
0.0552 0.0038 NA
0.06 0 NA
0.0329 0 NA
0 0 NA
0.0541 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0536 0 NA
0.0451 0 NA
0.015 0.0254 NA
0 0 C1r1
0.3877 0.1931 HS
0 0 NA
0 0 NA
0 0 NA
0.0875 0 NA
0.0719 0 NA
0.012 0 NA
0.0818 0 NA
0.0764 0 NA
0 0 NA
0 0 NA
0.0728 0.0125 NA
0.0088 8e-04 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0484 0 NA
0.035 0 NA
0 0 NA
0.105 0 NA
0 0 NA
0.0757 0 NA
0 0 NA
0 0.019 NA
0 0 NA
0.0935 0 C2r1
0.0689 0 NA
0 0 NA
0 0 NA
0 0 NA
0.064 0 NA
0.0587 0 NA
0 0 NA
0 0 NA
0.1151 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0997 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0384 0 NA
0 0 C2r1
0.035 0 NA
0 0 NA
0 0 NA
0.0094 0.0037 NA
0.0938 0 NA
0 0 NA
0.0686 0.0065 NA
0.0381 0.0347 C1r1
0.0884 0 NA
0.0834 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0236 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0662 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0598 0.0017 NA
0.0183 0 NA
0 0 NA
0 0 NA
0.0658 0.0102 NA
0 0 NA
0 0 NA
0 0 NA
0.1529 0 NA
0 0 NA
0.159 0 C1r1
0.1109 0 C2
0.0199 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0621 0 NA
0 0 NA
0 0 NA
0.0946 0 NA
0 0.0226 NA
0 0 NA
0 0 NA
0 0 NA
0.1083 0 C0.5
0 0 NA
0 0 NA
0.3138 0 GAV
0.0669 0 NA
0.0225 0 NA
0.0459 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0543 0 NA
0 0 NA
0.0099 0.0083 NA
0.0617 0 NA
0.0274 0 NA
0.13 0.0122 NA
0.11 0 NA
0.042 0 NA
0.0158 0 NA
0 0 NA
0 0 NA
0.1089 0 NA
0.0573 0 NA
0.0167 0.005 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0477 0.0095 NA
0 0 NA
0 0 NA
0.0763 0 NA
0.0455 0.0129 NA
0 0 NA
0 0.0156 NA
0.0499 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1447 0 NA
0.0163 0 NA
0 0 NA
0 0 NA
0.0806 0 NA
0.078 0 NA
0 0 NA
0 0 NA
0.0856 0 NA
0.0589 0 NA
0 0 NA
0 0 NA
0.0451 0.0185 NA
0 0 NA
0 0 NA
0 0 NA
0.0939 0 NA
0.0329 0 NA
0 0 NA
0.1367 0 NA
0.1231 0 NA
0.0998 0 NA
0 0 NA
0 0 NA
0.0965 0 NA
0.0093 0 NA
0 0 NA
0 0 NA
0.1029 0 NA
0 0 NA
0.0535 0.0028 NA
0 0.0239 NA
0.0451 0 NA
0 0 NA
0.0719 0 NA
0.0209 0.0103 NA
0.0466 0 NA
0.055 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0253 0 NA
0 0 NA
0.0963 0 NA
0.054 0 NA
0.0355 0.0068 NA
0 0 NA
0 0 NA
0.0148 0.015 NA
0 0 NA
0 0 NA
0.0961 0 NA
0 0 NA
0 0 NA
0.0326 0.0018 NA
0 0 NA
0 0 NA
0 0 NA
0.1471 0 NA
0.012 0.0098 NA
0 0 NA
0.0643 0 NA
0.0067 0.0082 NA
0.1867 0 NA
0.1602 0 NA
0.108 0 NA
0.0558 0 NA
0 0 NA
0 0 NA
0.1305 0 NA
0.0302 0 NA
0 0 NA
0 0 NA
0.0863 0 NA
0 0 NA
0.0288 0 NA
0 0 NA
0 0 NA
0.0933 0 NA
0.0522 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0134 0 NA
0 0 NA
0.0048 0.0325 NA
0.0129 0 NA
0.0406 0.0141 NA
0.0547 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0882 0 NA
0.0698 0 NA
0.0493 0 NA
0 0 NA
0.7184 0 HS
0.0899 0 C0.5
0.0358 0 NA
0 0 NA
0.0219 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1194 0 NA
0.0524 0 NA
0.1771 0 NA
0 0 NA
0 0 NA
0.068 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0498 0 NA
0.0473 0 NA
0.0562 0 C4
0.0173 0.0062 NA
0 0 NA
0 0 NA
0.0063 0.008 NA
0 0 NA
0 0 NA
0.0779 0 NA
0.0724 0 NA
0.0198 0.0208 NA
0 0.0303 NA
0.0409 0 NA
